packet_id,rater_id,item_id,rating_question,coarse_type,candidate_a,sentence_a,candidate_a_naturalness,candidate_a_type_fit,candidate_a_malformed,candidate_b,sentence_b,candidate_b_naturalness,candidate_b_type_fit,candidate_b_malformed,independence_attested
packet-620741f0e45e8980,rater-b,item-d5b25ea7f8660889,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Institute Society G.I.,The following entry has entity type 'organization' and name: Institute Society G.I..,2,3,false,Tottenham Hotspur F.C.,The following entry has entity type 'organization' and name: Tottenham Hotspur F.C..,2,3,false,true
packet-620741f0e45e8980,rater-b,item-bd922d392afb4807,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,The King's Speech,The following entry has entity type 'creative work' and name: The King's Speech.,5,5,false,Sky Last'a Beyond,The following entry has entity type 'creative work' and name: Sky Last'a Beyond.,1,2,true,true
packet-620741f0e45e8980,rater-b,item-896b2e75b31001a8,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Sky Amber Sky,The following entry has entity type 'creative work' and name: Sky Amber Sky.,2,3,false,All About Eve,The following entry has entity type 'creative work' and name: All About Eve.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-5ddd0ee063cbae1a,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Hi Sev,The following entry has entity type 'place' and name: Hi Sev.,2,3,false,La Paz,The following entry has entity type 'place' and name: La Paz.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-9c54a5d8aff2ad2c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Citizen Kane,The following entry has entity type 'creative work' and name: Citizen Kane.,5,5,false,Falling Dawn,The following entry has entity type 'creative work' and name: Falling Dawn.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-29fea2d0d568bd05,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,El Paso,The following entry has entity type 'place' and name: El Paso.,5,5,false,Era Port,The following entry has entity type 'place' and name: Era Port.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-dcdce0310f90bef3,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,La Serena,The following entry has entity type 'place' and name: La Serena.,5,5,false,West West,The following entry has entity type 'place' and name: West West.,1,2,true,true
packet-620741f0e45e8980,rater-b,item-507a4558eaa5db80,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Parker Laura Felix,The following entry has entity type 'person' and name: Parker Laura Felix.,2,3,false,Arthur Conan Doyle,The following entry has entity type 'person' and name: Arthur Conan Doyle.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-f09cab193d127b6b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Clara Thea,The following entry has entity type 'person' and name: Clara Thea.,2,3,false,Steve Jobs,The following entry has entity type 'person' and name: Steve Jobs.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-a71e487064f2e858,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Shrek 2,The following entry has entity type 'creative work' and name: Shrek 2.,5,5,false,Beyond 2,The following entry has entity type 'creative work' and name: Beyond 2.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-80cbd88beef74afe,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Sky Midnight Ember,The following entry has entity type 'creative work' and name: Sky Midnight Ember.,2,3,false,The English Patient,The following entry has entity type 'creative work' and name: The English Patient.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-4a7287e131eb476b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Oscar Wilde,The following entry has entity type 'person' and name: Oscar Wilde.,5,5,false,Mira Celia,The following entry has entity type 'person' and name: Mira Celia.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-a189f7fb8c1204a5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Finding Nemo,The following entry has entity type 'creative work' and name: Finding Nemo.,5,5,false,Falling Echo,The following entry has entity type 'creative work' and name: Falling Echo.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-5b30f5b34981161c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Pe. Am,The following entry has entity type 'creative work' and name: Pe. Am.,1,2,true,Dr. No,The following entry has entity type 'creative work' and name: Dr. No.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-ccb14772c05c292f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,ATE,The following entry has entity type 'organization' and name: ATE.,1,2,false,WWE,The following entry has entity type 'organization' and name: WWE.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-2a2eebc4393fb187,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Council an Research,The following entry has entity type 'organization' and name: Council an Research.,1,2,true,University of Oxford,The following entry has entity type 'organization' and name: University of Oxford.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-31fb0cca65b0917e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Harbor Distant Dawn,The following entry has entity type 'creative work' and name: Harbor Distant Dawn.,2,3,false,Saving Private Ryan,The following entry has entity type 'creative work' and name: Saving Private Ryan.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-595ce6446e4e3172,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Nazi Party,The following entry has entity type 'organization' and name: Nazi Party.,5,5,false,Med Global,The following entry has entity type 'organization' and name: Med Global.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-873f7aa93dc09b5f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Ama Willow,The following entry has entity type 'place' and name: Ama Willow.,2,3,false,Palm Springs,The following entry has entity type 'place' and name: Palm Springs.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-d9d71e9236f2641e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Lennox Dalton,The following entry has entity type 'person' and name: Lennox Dalton.,2,3,false,Blaise Pascal,The following entry has entity type 'person' and name: Blaise Pascal.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-5a6eac533a78784c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Marcel Proust,The following entry has entity type 'person' and name: Marcel Proust.,5,5,false,Julian Emilia,The following entry has entity type 'person' and name: Julian Emilia.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-ab612633aba2018e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Sky Ember Amber,The following entry has entity type 'creative work' and name: Sky Ember Amber.,2,3,false,The Hurt Locker,The following entry has entity type 'creative work' and name: The Hurt Locker.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-d3e9d44670d4305d,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Angela Merkel,The following entry has entity type 'person' and name: Angela Merkel.,5,5,false,Clara Bennett,The following entry has entity type 'person' and name: Clara Bennett.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-8a34bd4c66dd0472,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,CBS,The following entry has entity type 'organization' and name: CBS.,5,5,false,DUT,The following entry has entity type 'organization' and name: DUT.,1,2,false,true
packet-620741f0e45e8980,rater-b,item-da58c5885c98c6b6,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Collective on Network,The following entry has entity type 'organization' and name: Collective on Network.,1,2,true,University of Cambridge,The following entry has entity type 'organization' and name: University of Cambridge.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-9c2db692d1d880be,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Life of Pi,The following entry has entity type 'creative work' and name: Life of Pi.,5,5,false,Last of Co,The following entry has entity type 'creative work' and name: Last of Co.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-3c41bb81b524d70b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,United Trust Council,The following entry has entity type 'organization' and name: United Trust Council.,2,3,false,United States Senate,The following entry has entity type 'organization' and name: United States Senate.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-aadbae3250ff43de,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,CE Trust,The following entry has entity type 'organization' and name: CE Trust.,2,3,false,FC Porto,The following entry has entity type 'organization' and name: FC Porto.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-70741932c747b5bd,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,John Paul II,The following entry has entity type 'person' and name: John Paul II.,5,5,false,Mira Mira IM,The following entry has entity type 'person' and name: Mira Mira IM.,1,2,true,true
packet-620741f0e45e8980,rater-b,item-a94d83975b64a5c2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Dr. Strangelove,The following entry has entity type 'creative work' and name: Dr. Strangelove.,5,5,false,Ad. Ayehomemalo,The following entry has entity type 'creative work' and name: Ad. Ayehomemalo.,1,2,true,true
packet-620741f0e45e8980,rater-b,item-c077f9dd7755b0f0,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Franz Kafka,The following entry has entity type 'person' and name: Franz Kafka.,5,5,false,Mira Dalton,The following entry has entity type 'person' and name: Mira Dalton.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-c6d7bf60baf29af1,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Corbin Bleu,The following entry has entity type 'person' and name: Corbin Bleu.,5,5,false,Alden Mercer,The following entry has entity type 'person' and name: Alden Mercer.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-b42297182af29315,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Man of Steel,The following entry has entity type 'creative work' and name: Man of Steel.,5,5,false,Sky by Ember,The following entry has entity type 'creative work' and name: Sky by Ember.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-2f9a6697ce9855bd,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Asian Football Confederation,The following entry has entity type 'organization' and name: Asian Football Confederation.,5,5,false,International Alliance Forum,The following entry has entity type 'organization' and name: International Alliance Forum.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-21fe06f62afbc94f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,IBM,The following entry has entity type 'organization' and name: IBM.,5,5,false,RID,The following entry has entity type 'organization' and name: RID.,1,2,false,true
packet-620741f0e45e8980,rater-b,item-6db7c882d9ec7a71,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Goz Sutton,The following entry has entity type 'person' and name: Goz Sutton.,2,3,false,Mao Zedong,The following entry has entity type 'person' and name: Mao Zedong.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-af166d1037ce3331,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Harlan Vernon,The following entry has entity type 'person' and name: Harlan Vernon.,2,3,false,Kamala Harris,The following entry has entity type 'person' and name: Kamala Harris.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-040cd67ee680756f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Mori Collective,The following entry has entity type 'organization' and name: Mori Collective.,2,3,false,Yale University,The following entry has entity type 'organization' and name: Yale University.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-9f18f5787082b872,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Toy Story 2,The following entry has entity type 'creative work' and name: Toy Story 2.,5,5,false,Sky Light 2,The following entry has entity type 'creative work' and name: Sky Light 2.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-42bc77e93f415331,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Alliance AB,The following entry has entity type 'organization' and name: Alliance AB.,2,3,false,Juventus FC,The following entry has entity type 'organization' and name: Juventus FC.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-347f7d2509fde0df,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Tel Aviv,The following entry has entity type 'place' and name: Tel Aviv.,5,5,false,West Port,The following entry has entity type 'place' and name: West Port.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-9f26c2133e58434b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Vo. Port'a,The following entry has entity type 'place' and name: Vo. Port'a.,1,2,true,St. John's,The following entry has entity type 'place' and name: St. John's.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-fe5bae8636c41325,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Network World,The following entry has entity type 'organization' and name: Network World.,2,3,false,Samsung Group,The following entry has entity type 'organization' and name: Samsung Group.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-cdf840196565f5fe,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Virgil,The following entry has entity type 'person' and name: Virgil.,5,5,false,Selena,The following entry has entity type 'person' and name: Selena.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-535e3f6109858174,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Silas of Thea,The following entry has entity type 'person' and name: Silas of Thea.,2,3,false,Vasco da Gama,The following entry has entity type 'person' and name: Vasco da Gama.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-db4f6565b5fbc630,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Woodrow Wilson,The following entry has entity type 'person' and name: Woodrow Wilson.,5,5,false,Alden Amelia,The following entry has entity type 'person' and name: Alden Amelia.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-83babf3c5a25f837,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Green Bay,The following entry has entity type 'place' and name: Green Bay.,5,5,false,Sed Harbor,The following entry has entity type 'place' and name: Sed Harbor.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-daa2c6216c86d74c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Mira Vernon,The following entry has entity type 'person' and name: Mira Vernon.,2,3,false,Niels Bohr,The following entry has entity type 'person' and name: Niels Bohr.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-c53d1a2e2effb65c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Shadow-Sky,The following entry has entity type 'creative work' and name: Shadow-Sky.,2,3,false,Spider-Man,The following entry has entity type 'creative work' and name: Spider-Man.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-056f06a0a2700ed7,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,ASUS,The following entry has entity type 'organization' and name: ASUS.,5,5,false,MTV,The following entry has entity type 'organization' and name: MTV.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-041413c6da6802ea,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Port of Spain,The following entry has entity type 'place' and name: Port of Spain.,5,5,false,Port on Cedar,The following entry has entity type 'place' and name: Port on Cedar.,1,2,true,true
packet-620741f0e45e8980,rater-b,item-0ff36747d467d979,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,SS Lazio,The following entry has entity type 'organization' and name: SS Lazio.,5,5,false,AS Forum,The following entry has entity type 'organization' and name: AS Forum.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-34a727a67339c1c8,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Last Sky 3,The following entry has entity type 'creative work' and name: Last Sky 3.,2,3,false,Iron Man 3,The following entry has entity type 'creative work' and name: Iron Man 3.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-58ac55a947843364,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Toy Story 4,The following entry has entity type 'creative work' and name: Toy Story 4.,5,5,false,Sky Storm 4,The following entry has entity type 'creative work' and name: Sky Storm 4.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-5255089b38bedd69,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Mexico City,The following entry has entity type 'place' and name: Mexico City.,5,5,false,Harbor West,The following entry has entity type 'place' and name: Harbor West.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-85ead61193e876ef,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Song Crystal,The following entry has entity type 'creative work' and name: Song Crystal.,2,3,false,Blade Runner,The following entry has entity type 'creative work' and name: Blade Runner.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-de3d395650c79a8f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Alagotecehul,The following entry has entity type 'place' and name: Alagotecehul.,1,3,false,Zaporizhzhia,The following entry has entity type 'place' and name: Zaporizhzhia.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-4d8a993aa6b932e5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Willow,The following entry has entity type 'place' and name: Willow.,2,3,false,Boston,The following entry has entity type 'place' and name: Boston.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-95028915628fc0e2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Ik Ellison,The following entry has entity type 'person' and name: Ik Ellison.,2,3,false,Donald Trump,The following entry has entity type 'person' and name: Donald Trump.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-5dc79396a9eebb56,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Kofi Annan,The following entry has entity type 'person' and name: Kofi Annan.,5,5,false,Thea Jonas,The following entry has entity type 'person' and name: Thea Jonas.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-7f867bf4dcfe7003,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Rowan Thea,The following entry has entity type 'person' and name: Rowan Thea.,2,3,false,Joe Biden,The following entry has entity type 'person' and name: Joe Biden.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-bf2d4085e450a1d6,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,AS Roma,The following entry has entity type 'organization' and name: AS Roma.,5,5,false,NU Node,The following entry has entity type 'organization' and name: NU Node.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-07ba57d65a713b04,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Sarah Bernhardt,The following entry has entity type 'person' and name: Sarah Bernhardt.,5,5,false,Felix Moyenicos,The following entry has entity type 'person' and name: Felix Moyenicos.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-75ca4cd08591d021,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Newcastle United F.C.,The following entry has entity type 'organization' and name: Newcastle United F.C..,2,3,false,Institute Center E.Z.,The following entry has entity type 'organization' and name: Institute Center E.Z..,2,3,false,true
packet-620741f0e45e8980,rater-b,item-038c6dfd5100e124,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Fidel Castro,The following entry has entity type 'person' and name: Fidel Castro.,5,5,false,Silas Sutton,The following entry has entity type 'person' and name: Silas Sutton.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-f0373b6d9aa9e914,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Jimmy Carter,The following entry has entity type 'person' and name: Jimmy Carter.,5,5,false,Bennett Lennox,The following entry has entity type 'person' and name: Bennett Lennox.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-8fd542048c6369f0,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Song an the Broken,The following entry has entity type 'creative work' and name: Song an the Broken.,1,2,true,Back to the Future,The following entry has entity type 'creative work' and name: Back to the Future.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-4d903cdec977886e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Rain Man,The following entry has entity type 'creative work' and name: Rain Man.,5,5,false,Amber Last,The following entry has entity type 'creative work' and name: Amber Last.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-85793552937bee3d,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Council Forum,The following entry has entity type 'organization' and name: Council Forum.,2,3,false,European Union,The following entry has entity type 'organization' and name: European Union.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-03015d73e1391020,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Alden for Oscar,The following entry has entity type 'person' and name: Alden for Oscar.,2,3,false,Osama bin Laden,The following entry has entity type 'person' and name: Osama bin Laden.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-c6779485d93f60b0,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,A Clockwork Orange,The following entry has entity type 'creative work' and name: A Clockwork Orange.,5,5,false,A Mirepogon Astral,The following entry has entity type 'creative work' and name: A Mirepogon Astral.,2,3,false,true
packet-620741f0e45e8980,rater-b,item-ad7a7d1cfa939b5f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Braunau am Inn,The following entry has entity type 'place' and name: Braunau am Inn.,5,5,false,Dunwich to Ehe,The following entry has entity type 'place' and name: Dunwich to Ehe.,1,2,true,true
packet-620741f0e45e8980,rater-b,item-6f964dfa62bdb7fd,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Alliance Laboratory,The following entry has entity type 'organization' and name: Alliance Laboratory.,2,3,false,Stanford University,The following entry has entity type 'organization' and name: Stanford University.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-cc130667d1e6febe,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Iditobapatoli,The following entry has entity type 'place' and name: Iditobapatoli.,1,3,false,Afyonkarahisar,The following entry has entity type 'place' and name: Afyonkarahisar.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-694591c18cced84c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Lev Global,The following entry has entity type 'organization' and name: Lev Global.,2,3,false,Burger King,The following entry has entity type 'organization' and name: Burger King.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-4d696a847d9ef448,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Aya Vide Center Council,The following entry has entity type 'organization' and name: Aya Vide Center Council.,2,3,false,The Walt Disney Company,The following entry has entity type 'organization' and name: The Walt Disney Company.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-48ffb0d15390286c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Mira Z. Ellison,The following entry has entity type 'person' and name: Mira Z. Ellison.,1,2,true,John F. Kennedy,The following entry has entity type 'person' and name: John F. Kennedy.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-4a7e9460ce1808d7,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,AR Forum,The following entry has entity type 'organization' and name: AR Forum.,2,3,false,SSC Napoli,The following entry has entity type 'organization' and name: SSC Napoli.,5,5,false,true
packet-620741f0e45e8980,rater-b,item-c446d8cf9039bf34,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Aketuvayohoje,The following entry has entity type 'place' and name: Aketuvayohoje.,1,3,false,Kropyvnytskyi,The following entry has entity type 'place' and name: Kropyvnytskyi.,5,5,false,true
