packet_id,rater_id,item_id,rating_question,coarse_type,candidate_a,sentence_a,candidate_a_naturalness,candidate_a_type_fit,candidate_a_malformed,candidate_b,sentence_b,candidate_b_naturalness,candidate_b_type_fit,candidate_b_malformed,independence_attested
packet-c30c3000c5ab2648,rater-c,item-5ba69aeec7bce7cc,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,John Lennon,The following entry has entity type 'person' and name: John Lennon.,5,5,false,Nadia Jonas,The following entry has entity type 'person' and name: Nadia Jonas.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-e16c0b8e82a4ddb3,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Oscar Thea,The following entry has entity type 'person' and name: Oscar Thea.,4,5,false,Marco Polo,The following entry has entity type 'person' and name: Marco Polo.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-e3d64efa69d41abf,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Dar es Salaam,The following entry has entity type 'place' and name: Dar es Salaam.,4,4,false,Bik as Willow,The following entry has entity type 'place' and name: Bik as Willow.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-42f7095188e76a32,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Saving Private Ryan,The following entry has entity type 'creative work' and name: Saving Private Ryan.,5,5,false,Harbor Distant Dawn,The following entry has entity type 'creative work' and name: Harbor Distant Dawn.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-24aab4b5067268b4,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Manchester City F.C.,The following entry has entity type 'organization' and name: Manchester City F.C..,5,5,false,Institute Society R.B.,The following entry has entity type 'organization' and name: Institute Society R.B..,3,4,false,true
packet-c30c3000c5ab2648,rater-c,item-2ecab15523dc9f0a,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Mira Nadia,The following entry has entity type 'person' and name: Mira Nadia.,4,5,false,Victor Hugo,The following entry has entity type 'person' and name: Victor Hugo.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-f51af713fbee61de,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Broken-Sky 2,The following entry has entity type 'creative work' and name: Broken-Sky 2.,5,5,false,Spider-Man 2,The following entry has entity type 'creative work' and name: Spider-Man 2.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-3841c414da915a1a,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Yale University,The following entry has entity type 'organization' and name: Yale University.,5,5,false,Mori Collective,The following entry has entity type 'organization' and name: Mori Collective.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-36fb3d7bb491cba2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Steve Jobs,The following entry has entity type 'person' and name: Steve Jobs.,5,5,false,Clara Thea,The following entry has entity type 'person' and name: Clara Thea.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-8b3783abe03e8c7c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Bennett Lennox,The following entry has entity type 'person' and name: Bennett Lennox.,4,5,false,Jimmy Carter,The following entry has entity type 'person' and name: Jimmy Carter.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-a9f43baea7e1383b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Shadow Crystal Dawn,The following entry has entity type 'creative work' and name: Shadow Crystal Dawn.,4,5,false,The Social Network,The following entry has entity type 'creative work' and name: The Social Network.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-fd27858d394d3397,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Golden Golden,The following entry has entity type 'creative work' and name: Golden Golden.,5,5,false,Batman Begins,The following entry has entity type 'creative work' and name: Batman Begins.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-9ac264cbb38d4a65,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Boston,The following entry has entity type 'place' and name: Boston.,5,5,false,Willow,The following entry has entity type 'place' and name: Willow.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-36ebc32a2239dd06,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Sky Storm 4,The following entry has entity type 'creative work' and name: Sky Storm 4.,4,4,false,Toy Story 4,The following entry has entity type 'creative work' and name: Toy Story 4.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-e8f5a9ebeb06a3c0,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Juventus FC,The following entry has entity type 'organization' and name: Juventus FC.,5,5,false,Alliance AB,The following entry has entity type 'organization' and name: Alliance AB.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-a5dc10386f4ea2fa,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Falling Dawn,The following entry has entity type 'creative work' and name: Falling Dawn.,4,4,false,Citizen Kane,The following entry has entity type 'creative work' and name: Citizen Kane.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-d76cf959bce2533d,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,CNN,The following entry has entity type 'organization' and name: CNN.,5,5,false,NONE,The following entry has entity type 'organization' and name: NONE.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-77f947dd940cd998,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Joe Biden,The following entry has entity type 'person' and name: Joe Biden.,5,5,false,Rowan Thea,The following entry has entity type 'person' and name: Rowan Thea.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-ae6835bcc8e90248,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Shutter Island,The following entry has entity type 'creative work' and name: Shutter Island.,5,5,false,Amber Journey,The following entry has entity type 'creative work' and name: Amber Journey.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-5854de9b37245c80,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,North Oakridge,The following entry has entity type 'place' and name: North Oakridge.,4,4,false,Charlotte Amalie,The following entry has entity type 'place' and name: Charlotte Amalie.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-38a0c29b4570bf0d,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Vernon Selena,The following entry has entity type 'person' and name: Vernon Selena.,4,5,false,Taylor Swift,The following entry has entity type 'person' and name: Taylor Swift.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-b686e2e91452c00a,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,The Martian,The following entry has entity type 'creative work' and name: The Martian.,5,5,false,Last Storm,The following entry has entity type 'creative work' and name: Last Storm.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-359f086a57443fae,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Blade Runner,The following entry has entity type 'creative work' and name: Blade Runner.,5,5,false,Song Crystal,The following entry has entity type 'creative work' and name: Song Crystal.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-c3641a57a863a98c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Jorge Luis Borges,The following entry has entity type 'person' and name: Jorge Luis Borges.,5,5,false,Elias Thea Norton,The following entry has entity type 'person' and name: Elias Thea Norton.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-47a7b3203a7e0d8e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Iron Man 3,The following entry has entity type 'creative work' and name: Iron Man 3.,5,5,false,Last Sky 3,The following entry has entity type 'creative work' and name: Last Sky 3.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-c811497b93a07302,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Apple Inc.,The following entry has entity type 'organization' and name: Apple Inc..,3,4,false,Group Ayo.,The following entry has entity type 'organization' and name: Group Ayo..,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-279336b22e0af338,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Puerto Montt,The following entry has entity type 'place' and name: Puerto Montt.,5,5,false,Eldora North,The following entry has entity type 'place' and name: Eldora North.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-cf4af52a7bcee627,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Ehisopoteyi,The following entry has entity type 'place' and name: Ehisopoteyi.,5,5,false,Szombathely,The following entry has entity type 'place' and name: Szombathely.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-89a83aa4d1cc19d4,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Gandhinagar,The following entry has entity type 'place' and name: Gandhinagar.,4,4,false,Kunubahanum,The following entry has entity type 'place' and name: Kunubahanum.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-437171794c06a16d,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Visakhapatnam,The following entry has entity type 'place' and name: Visakhapatnam.,4,4,false,Podekodofemos,The following entry has entity type 'place' and name: Podekodofemos.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-46f2d2451dce7fc4,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Khmelnytskyi,The following entry has entity type 'place' and name: Khmelnytskyi.,5,5,false,Bohapadikidu,The following entry has entity type 'place' and name: Bohapadikidu.,2,3,false,true
packet-c30c3000c5ab2648,rater-c,item-44663389570f3b72,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Million Dollar Baby,The following entry has entity type 'creative work' and name: Million Dollar Baby.,5,5,false,Dawn River Falling,The following entry has entity type 'creative work' and name: Dawn River Falling.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-8c2006c18473ef35,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Che Guevara,The following entry has entity type 'person' and name: Che Guevara.,4,4,false,Mira Dorian,The following entry has entity type 'person' and name: Mira Dorian.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-a60172e0884c04a3,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Alden Mercer,The following entry has entity type 'person' and name: Alden Mercer.,4,5,false,Corbin Bleu,The following entry has entity type 'person' and name: Corbin Bleu.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-12e00c50c42251dc,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,International Alliance Forum,The following entry has entity type 'organization' and name: International Alliance Forum.,4,5,false,Asian Football Confederation,The following entry has entity type 'organization' and name: Asian Football Confederation.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-d96b1e07c7388f44,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Peter Paul Rubens,The following entry has entity type 'person' and name: Peter Paul Rubens.,5,5,false,Julian Ellison Thea,The following entry has entity type 'person' and name: Julian Ellison Thea.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-7914ae1f19e37710,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Sigmund Freud,The following entry has entity type 'person' and name: Sigmund Freud.,5,5,false,Sawyer Adrian,The following entry has entity type 'person' and name: Sawyer Adrian.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-9b124af0fbe2c0c6,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Port South,The following entry has entity type 'place' and name: Port South.,5,5,false,La Plata,The following entry has entity type 'place' and name: La Plata.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-32af7cd1f17fb2f9,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Tottenham Hotspur F.C.,The following entry has entity type 'organization' and name: Tottenham Hotspur F.C..,5,5,false,Institute Society G.I.,The following entry has entity type 'organization' and name: Institute Society G.I..,2,3,false,true
packet-c30c3000c5ab2648,rater-c,item-062cf58c1fd23214,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Mira Dalton,The following entry has entity type 'person' and name: Mira Dalton.,4,5,false,Franz Kafka,The following entry has entity type 'person' and name: Franz Kafka.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-24c51f1c779e86b7,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Danuminupehe,The following entry has entity type 'place' and name: Danuminupehe.,5,5,false,Yamoussoukro,The following entry has entity type 'place' and name: Yamoussoukro.,1,2,true,true
packet-c30c3000c5ab2648,rater-c,item-7ccd8342bc3fda78,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Cornell University,The following entry has entity type 'organization' and name: Cornell University.,4,4,false,Laboratory Trust,The following entry has entity type 'organization' and name: Laboratory Trust.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-457d021bcebe2c6c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Institute Center E.Z.,The following entry has entity type 'organization' and name: Institute Center E.Z..,5,5,false,Newcastle United F.C.,The following entry has entity type 'organization' and name: Newcastle United F.C..,3,4,false,true
packet-c30c3000c5ab2648,rater-c,item-66453e611a689cbb,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Re Midnight Selora,The following entry has entity type 'creative work' and name: Re Midnight Selora.,5,5,false,My Neighbor Totoro,The following entry has entity type 'creative work' and name: My Neighbor Totoro.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-a772a206fd39d5ce,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Reb Global,The following entry has entity type 'organization' and name: Reb Global.,3,4,false,New Mexico,The following entry has entity type 'organization' and name: New Mexico.,2,1,false,true
packet-c30c3000c5ab2648,rater-c,item-ea5c685fc375cb82,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,John F. Kennedy,The following entry has entity type 'person' and name: John F. Kennedy.,5,5,false,Mira Z. Ellison,The following entry has entity type 'person' and name: Mira Z. Ellison.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-608330f503a3cce5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Helena Foster,The following entry has entity type 'person' and name: Helena Foster.,4,4,false,Selena Gomez,The following entry has entity type 'person' and name: Selena Gomez.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-72cfb1b356b87267,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Valley Rosewood,The following entry has entity type 'place' and name: Valley Rosewood.,4,4,false,Wiener Neustadt,The following entry has entity type 'place' and name: Wiener Neustadt.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-fb594b1d1caac03e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Silent,The following entry has entity type 'creative work' and name: Silent.,4,4,false,Aliens,The following entry has entity type 'creative work' and name: Aliens.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-d289b011740bacab,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,The Hurt Locker,The following entry has entity type 'creative work' and name: The Hurt Locker.,5,5,false,Sky Ember Amber,The following entry has entity type 'creative work' and name: Sky Ember Amber.,4,4,false,true
packet-c30c3000c5ab2648,rater-c,item-956ee2d8724aaac5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,South,The following entry has entity type 'place' and name: South.,5,5,false,Natal,The following entry has entity type 'place' and name: Natal.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-d8d5c27873ac038d,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Emilia Carver Mira Yo.,The following entry has entity type 'person' and name: Emilia Carver Mira Yo..,2,3,false,Martin Luther King Jr.,The following entry has entity type 'person' and name: Martin Luther King Jr..,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-cdc0bed40e0c9396,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Union Forum O.U.,The following entry has entity type 'organization' and name: Union Forum O.U..,3,4,false,Aston Villa F.C.,The following entry has entity type 'organization' and name: Aston Villa F.C..,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-455ce830291dee7b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Victor Foster,The following entry has entity type 'person' and name: Victor Foster.,4,5,false,Jane Austen,The following entry has entity type 'person' and name: Jane Austen.,5,5,false,true
packet-c30c3000c5ab2648,rater-c,item-32a0cfb9b5766410,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Arthur Conan Doyle,The following entry has entity type 'person' and name: Arthur Conan Doyle.,5,5,false,Parker Laura Felix,The following entry has entity type 'person' and name: Parker Laura Felix.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-1c5944507dc8bcc4,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Niels Bohr,The following entry has entity type 'person' and name: Niels Bohr.,5,5,false,Mira Vernon,The following entry has entity type 'person' and name: Mira Vernon.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-fcc799e5e5a72366,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Lionel Messi,The following entry has entity type 'person' and name: Lionel Messi.,5,5,false,Bennett Carver,The following entry has entity type 'person' and name: Bennett Carver.,4,5,false,true
packet-c30c3000c5ab2648,rater-c,item-41aa84c98201f61c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Dawn Ember,The following entry has entity type 'creative work' and name: Dawn Ember.,5,5,false,Wonder Woman,The following entry has entity type 'creative work' and name: Wonder Woman.,4,4,false,true
