packet_id,rater_id,item_id,rating_question,coarse_type,candidate_a,sentence_a,candidate_a_naturalness,candidate_a_type_fit,candidate_a_malformed,candidate_b,sentence_b,candidate_b_naturalness,candidate_b_type_fit,candidate_b_malformed,independence_attested
packet-fa72ce908ab5b5e4,rater-a,item-bfbc6153ff566f60,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,European Union,The following entry has entity type 'organization' and name: European Union.,5,5,false,Council Forum,The following entry has entity type 'organization' and name: Council Forum.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-0c7572c61fbbbeef,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Fyodor Dostoyevsky,The following entry has entity type 'person' and name: Fyodor Dostoyevsky.,5,5,false,Emilia Ucipepilado,The following entry has entity type 'person' and name: Emilia Ucipepilado.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-e8dc6745ce7fb15c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Last of Co,The following entry has entity type 'creative work' and name: Last of Co.,1,2,true,Life of Pi,The following entry has entity type 'creative work' and name: Life of Pi.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-226ee28f166b3566,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,DUT,The following entry has entity type 'organization' and name: DUT.,3,4,false,CBS,The following entry has entity type 'organization' and name: CBS.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-980b290df383cfea,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Victor Foster,The following entry has entity type 'person' and name: Victor Foster.,4,5,false,Jane Austen,The following entry has entity type 'person' and name: Jane Austen.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-45fdfeb14fb2d520,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Mira Nadia,The following entry has entity type 'person' and name: Mira Nadia.,4,5,false,Victor Hugo,The following entry has entity type 'person' and name: Victor Hugo.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-7e7fc2db0e6eb1e2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Donald Trump,The following entry has entity type 'person' and name: Donald Trump.,5,5,false,Ik Ellison,The following entry has entity type 'person' and name: Ik Ellison.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-830a01a0c2de08f9,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Lionel Messi,The following entry has entity type 'person' and name: Lionel Messi.,5,5,false,Bennett Carver,The following entry has entity type 'person' and name: Bennett Carver.,4,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-949d3a09e36e7479,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Shadow Selelidas,The following entry has entity type 'creative work' and name: Shadow Selelidas.,2,3,false,Django Unchained,The following entry has entity type 'creative work' and name: Django Unchained.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-138994acdc1876d2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,AS Forum,The following entry has entity type 'organization' and name: AS Forum.,3,4,false,SS Lazio,The following entry has entity type 'organization' and name: SS Lazio.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-50a6da3f2e3b80c2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Kropyvnytskyi,The following entry has entity type 'place' and name: Kropyvnytskyi.,5,5,false,Aketuvayohoje,The following entry has entity type 'place' and name: Aketuvayohoje.,2,3,false,true
packet-fa72ce908ab5b5e4,rater-a,item-eecc3aa20205fde2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Mira Mira IM,The following entry has entity type 'person' and name: Mira Mira IM.,1,2,true,John Paul II,The following entry has entity type 'person' and name: John Paul II.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-043ea3dca4899755,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,FINE,The following entry has entity type 'organization' and name: FINE.,3,4,false,NATO,The following entry has entity type 'organization' and name: NATO.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-ebbb70b2d1c7e146,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Lady and the Tramp,The following entry has entity type 'creative work' and name: Lady and the Tramp.,5,5,false,Dawn for for Light,The following entry has entity type 'creative work' and name: Dawn for for Light.,1,2,true,true
packet-fa72ce908ab5b5e4,rater-a,item-0283bfc962e28d79,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Bennett Lennox,The following entry has entity type 'person' and name: Bennett Lennox.,4,5,false,Jimmy Carter,The following entry has entity type 'person' and name: Jimmy Carter.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-ac3c3347d65c48c1,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,En Aye West West,The following entry has entity type 'place' and name: En Aye West West.,1,2,true,Ho Chi Minh City,The following entry has entity type 'place' and name: Ho Chi Minh City.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-09bcab379a7c8b0e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,MTV,The following entry has entity type 'organization' and name: MTV.,5,5,false,ASUS,The following entry has entity type 'organization' and name: ASUS.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-82da4660faa2fc34,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Inglourious Basterds,The following entry has entity type 'creative work' and name: Inglourious Basterds.,5,5,false,Juyocutopok Midnight,The following entry has entity type 'creative work' and name: Juyocutopok Midnight.,2,3,false,true
packet-fa72ce908ab5b5e4,rater-a,item-44c1258a59d8c6b2,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Joe Biden,The following entry has entity type 'person' and name: Joe Biden.,5,5,false,Rowan Thea,The following entry has entity type 'person' and name: Rowan Thea.,4,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-7a43007c41ca31d4,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Port on Willow,The following entry has entity type 'place' and name: Port on Willow.,2,3,true,City of London,The following entry has entity type 'place' and name: City of London.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-0e020830bd230803,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Vernon Selena,The following entry has entity type 'person' and name: Vernon Selena.,4,5,false,Taylor Swift,The following entry has entity type 'person' and name: Taylor Swift.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-2400e544f1e67e4a,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Inter Milan,The following entry has entity type 'organization' and name: Inter Milan.,5,5,false,Nen Global,The following entry has entity type 'organization' and name: Nen Global.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-2d408e36c9e30782,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,The Hurt Locker,The following entry has entity type 'creative work' and name: The Hurt Locker.,5,5,false,Sky Ember Amber,The following entry has entity type 'creative work' and name: Sky Ember Amber.,4,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-823d6c2fea6b2299,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,The Martian,The following entry has entity type 'creative work' and name: The Martian.,5,5,false,Last Storm,The following entry has entity type 'creative work' and name: Last Storm.,4,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-937a5945392e38e3,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Arthur Conan Doyle,The following entry has entity type 'person' and name: Arthur Conan Doyle.,5,5,false,Parker Laura Felix,The following entry has entity type 'person' and name: Parker Laura Felix.,4,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-d71469159bc1f9ef,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Falling Dawn,The following entry has entity type 'creative work' and name: Falling Dawn.,4,4,false,Citizen Kane,The following entry has entity type 'creative work' and name: Citizen Kane.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-07d0e0179f77228e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Jorge Luis Borges,The following entry has entity type 'person' and name: Jorge Luis Borges.,5,5,false,Elias Thea Norton,The following entry has entity type 'person' and name: Elias Thea Norton.,4,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-329bdad942ce9aef,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Vasco da Gama,The following entry has entity type 'person' and name: Vasco da Gama.,5,5,false,Silas of Thea,The following entry has entity type 'person' and name: Silas of Thea.,2,3,true,true
packet-fa72ce908ab5b5e4,rater-a,item-9b9f44b9cb50b35b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Creative Commons,The following entry has entity type 'organization' and name: Creative Commons.,5,5,false,Federation Trust,The following entry has entity type 'organization' and name: Federation Trust.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-e9f8f5755a5ccdf5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Puerto Montt,The following entry has entity type 'place' and name: Puerto Montt.,5,5,false,Eldora North,The following entry has entity type 'place' and name: Eldora North.,4,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-ac124084e06f420c,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,CERN,The following entry has entity type 'organization' and name: CERN.,5,5,false,HAD,The following entry has entity type 'organization' and name: HAD.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-c921ba563a9f7613,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,All About Eve,The following entry has entity type 'creative work' and name: All About Eve.,5,5,false,Sky Amber Sky,The following entry has entity type 'creative work' and name: Sky Amber Sky.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-82c519ca265a7497,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Sigmund Freud,The following entry has entity type 'person' and name: Sigmund Freud.,5,5,false,Sawyer Adrian,The following entry has entity type 'person' and name: Sawyer Adrian.,4,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-40715e1b340a0de7,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",person,Julian Harlan,The following entry has entity type 'person' and name: Julian Harlan.,4,5,false,Isaac Newton,The following entry has entity type 'person' and name: Isaac Newton.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-eeeaa1f1ad617308,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Silent,The following entry has entity type 'creative work' and name: Silent.,4,4,false,Aliens,The following entry has entity type 'creative work' and name: Aliens.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-2ec808ecad5ad411,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,West Port,The following entry has entity type 'place' and name: West Port.,3,4,false,Tel Aviv,The following entry has entity type 'place' and name: Tel Aviv.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-a08303089b934dab,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Lappeenranta,The following entry has entity type 'place' and name: Lappeenranta.,5,5,false,Awuboyunacak,The following entry has entity type 'place' and name: Awuboyunacak.,2,3,false,true
packet-fa72ce908ab5b5e4,rater-a,item-685a30968c49df41,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,United States Senate,The following entry has entity type 'organization' and name: United States Senate.,5,5,false,United Trust Council,The following entry has entity type 'organization' and name: United Trust Council.,3,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-f534ee29e35615d5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,A Mirepogon Astral,The following entry has entity type 'creative work' and name: A Mirepogon Astral.,2,3,false,A Clockwork Orange,The following entry has entity type 'creative work' and name: A Clockwork Orange.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-7786b67a45d003a5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Reb Global,The following entry has entity type 'organization' and name: Reb Global.,3,4,false,New Mexico,The following entry has entity type 'organization' and name: New Mexico.,2,1,false,true
packet-fa72ce908ab5b5e4,rater-a,item-f5f585992bfd2d31,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Ve Zel,The following entry has entity type 'place' and name: Ve Zel.,2,3,false,Santa Fe,The following entry has entity type 'place' and name: Santa Fe.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-aac13b239d04cb97,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,J.H. Association Alliance,The following entry has entity type 'organization' and name: J.H. Association Alliance.,3,4,false,S.C. Corinthians Paulista,The following entry has entity type 'organization' and name: S.C. Corinthians Paulista.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-f44b272634ee939e,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Sky Winter on Ci,The following entry has entity type 'creative work' and name: Sky Winter on Ci.,2,3,true,The Wizard of Oz,The following entry has entity type 'creative work' and name: The Wizard of Oz.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-c3e5d4ea7ac2305f,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Blade Runner,The following entry has entity type 'creative work' and name: Blade Runner.,5,5,false,Song Crystal,The following entry has entity type 'creative work' and name: Song Crystal.,4,4,false,true
packet-fa72ce908ab5b5e4,rater-a,item-c20acac5f99be7c5,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Sed Harbor,The following entry has entity type 'place' and name: Sed Harbor.,2,3,false,Green Bay,The following entry has entity type 'place' and name: Green Bay.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-6675932d3068493b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",place,Valley Rosewood,The following entry has entity type 'place' and name: Valley Rosewood.,4,4,false,Wiener Neustadt,The following entry has entity type 'place' and name: Wiener Neustadt.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-bf93ddcfe9978fd7,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,International Institute in Collective,The following entry has entity type 'organization' and name: International Institute in Collective.,2,3,true,Massachusetts Institute of Technology,The following entry has entity type 'organization' and name: Massachusetts Institute of Technology.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-c029d69c4d96de85,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",creative_work,Beyond 2,The following entry has entity type 'creative work' and name: Beyond 2.,3,4,false,Shrek 2,The following entry has entity type 'creative work' and name: Shrek 2.,5,5,false,true
packet-fa72ce908ab5b5e4,rater-a,item-521c577e74052d3b,"Rate candidates A and B: naturalness 1-5, type fit 1-5, and malformed true/false.",organization,Juventus FC,The following entry has entity type 'organization' and name: Juventus FC.,5,5,false,Alliance AB,The following entry has entity type 'organization' and name: Alliance AB.,4,4,false,true
